,번호,제목,작성자,좋아요,주소
24,562926,ENTP ENTJ 중에서 헷갈리는데... 혹시 봐주실 분 계실까요?,로맨스,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562926&referrerAllArticles=false
25,562918,유형궁예 도와주십쇼 ㅠ ㅠ,옴뇸뇸,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562918&referrerAllArticles=false
26,562767,태양의 후예 mbti,Intj입니닷,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562767&referrerAllArticles=false
27,562643,infp와 infj (8기능),mbtitbm,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562643&referrerAllArticles=false
28,562590,연인으로 같은 mbti는 어떤가요?,isfj입니다람쥐,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562590&referrerAllArticles=false
29,562559,유형감별전문가 모십니다,부리부리,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562559&referrerAllArticles=false
30,562557,저만 헷갈리나요?;;,유키맘 ISFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562557&referrerAllArticles=false
31,562510,생각만해도 숨막히는 직업군(16유형별 안 어울리는 직업)🥶🥶,예사소년enfp,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562510&referrerAllArticles=false
32,562435,연락에 그만 상처받자,억젠,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562435&referrerAllArticles=false
33,562396,mbti 유형별 전 세계 나라 분포도 📊,예사소년enfp,13,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562396&referrerAllArticles=false
34,562351,쇼미 태버님 mbti 뭘까요?,cherryade ENTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562351&referrerAllArticles=false
35,562195,음..이렇게도 나오네요,로저 ISFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562195&referrerAllArticles=false
36,562044,istp과 istj중,entj 편린,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=562044&referrerAllArticles=false
37,561872,엣팁도 뚝딱이로 만들 수 있는 최고의 드립,억젠,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561872&referrerAllArticles=false
38,561726,NT를 구분할때 단 한가지 확실한 방법,J님,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561726&referrerAllArticles=false
39,561498,애매한 ISTJ입니다. S N 감별 부탁드려요.,분석 ISTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561498&referrerAllArticles=false
40,561459,mbti별 학교생활 유형 🏫🤣,예사소년enfp,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561459&referrerAllArticles=false
41,561399,이 분 유형 감별좀 해주세요 (노란색),토끼 ENTJ 7w8,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561399&referrerAllArticles=false
42,561256,유형 궁예 도와주세요 ㅠㅠ,안드로메다 2호,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561256&referrerAllArticles=false
43,561243,잇프피 에니어그램?,잇프ㅍ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561243&referrerAllArticles=false
44,561038,mbti 뭐 같나요?,ENTJENTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561038&referrerAllArticles=false
45,561011,열품타 오류,듕,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=561011&referrerAllArticles=false
46,560952,mbti 테스트 하기싫다는 동생 유형 궁금해요!,하미하미요 estj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=560952&referrerAllArticles=false
47,560921,부지런한 p는 남에게 j로 보일까??,옴뇸,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=560921&referrerAllArticles=false
48,560911,유형 간파 잘 하시는 분 계시나요??,난무조건잘됨,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=560911&referrerAllArticles=false
49,560809,알고싶어서요,아직파악중,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=560809&referrerAllArticles=false
50,560768,책을 광적으로 좋아하는 유형은 뭔가요? 📚,예사소년enfp,16,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=560768&referrerAllArticles=false
51,560742,빈말 하는걸 극도로 싫어하는 유형은 뭘까요.,entj 신혼여행,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=560742&referrerAllArticles=false
52,560714,제가 엔팁인지 엔프핀지 구별해주실 여러분 구해요ㅜㅜ,리르 ENTP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=128&boardtype=L&articleid=560714&referrerAllArticles=false
53,560670,네이버 웹툰 <입학 용병> 보시는 분?,김가루 sxso,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560670&referrerAllArticles=false
54,560617,어렸을때 mbti 궁예해주세요~,C ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560617&referrerAllArticles=false
55,560604,카톡 유형맞춰보세요! enfj였습니당!ㅎㅎ,썬이님,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560604&referrerAllArticles=false
56,560602,재미로 맞춰보세요 펑예정,나도별,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560602&referrerAllArticles=false
57,560581,엔프피 맞을까요?,병맛intp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560581&referrerAllArticles=false
58,560577,이건 무슨 유형일까요,서번트,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560577&referrerAllArticles=false
59,560550,이런 사람 유형 대충 뭘까요??,팝콘쑤,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560550&referrerAllArticles=false
60,560363,유형 혼란...,하이 ISFPp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560363&referrerAllArticles=false
61,560260,Istp와 infj 파국인가요 ..?,제이든,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560260&referrerAllArticles=false
62,560024,mbti 유형별 연애의 온도 ❤,예사소년enfp,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=560024&referrerAllArticles=false
63,559952,영화 세얼간이에서 나오는 란초는 어떤 mbti일까요~~~~?!????,망Go,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559952&referrerAllArticles=false
64,559881,사랑에 푹 빠진 entj가 intj와 연애를 하면,meditation,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559881&referrerAllArticles=false
65,559819,제가 좋아하는 언닌데 유형 궁예 좀 해주세요!!,먕먕 infp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559819&referrerAllArticles=false
66,559726,내주위에는 왜 .... 엔티제가 없져 ?,dia0,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559726&referrerAllArticles=false
67,559720,오월의 청춘 황희태 mbti 뭘까요?꙼̈?꙼̈,군필여고생 ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559720&referrerAllArticles=false
68,559664,아닌척 해도 그 속내가 너무 잘 보여요,셍쿵캉intj,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559664&referrerAllArticles=false
69,559661,광고들 이거 어디 포털 열렸나...!!,카테르지나 INFJ 7w6,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559661&referrerAllArticles=false
70,559474,"isfp(잇프피), istp(잇팁) 정확한 차이",청나비 ISFP 9w1,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559474&referrerAllArticles=false
71,559377,각 mbti 유형별 선호도 🥰,예사소년enfp,15,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559377&referrerAllArticles=false
72,559359,정식 검사 받았어요!,아카이 1w9,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559359&referrerAllArticles=false
73,559353,T랑F 헷갈려요(정식검사 있음),보라나ISTFJA,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559353&referrerAllArticles=false
74,559304,어떤유형같으세요?,INFJ 9ww1,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559304&referrerAllArticles=false
75,559254,제 지인 mbti 뭘 까요?,guaa INFJt,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559254&referrerAllArticles=false
76,559222,대체 무슨 유형이라고 해야 할지..,EINFJorENFTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559222&referrerAllArticles=false
77,559187,인간적으로 끌리는 유형,셍쿵캉intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559187&referrerAllArticles=false
78,559062,MBTI 유형별 캐릭터가 되면,서번트,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=559062&referrerAllArticles=false
79,558980,이까페 오래하니 이제 빌런들이 좀 보이네요..,제이스치는,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558980&referrerAllArticles=false
80,558906,저 인프제일까요?,버블 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558906&referrerAllArticles=false
81,558905,mbti별 평균 얼굴 값(?)데이터 👦👱👩‍🦰👩,예사소년enfp,32,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558905&referrerAllArticles=false
82,558820,운동 좋아하는 mbti 유형 손!!!!,에찌 ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558820&referrerAllArticles=false
83,558747,내가 i_ _ j 유형들이 조금 조심스러운이유?,Enfjjjjj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558747&referrerAllArticles=false
84,558629,유형이 뭘까요,인프제 케이,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558629&referrerAllArticles=false
85,558575,슬기로운 감빵생활 보신분!!!,엔프피감자,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558575&referrerAllArticles=false
86,558433,이사람은 어떤타입일까요?,나도별,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558433&referrerAllArticles=false
87,558430,Isfp는 과거를 많이 회상하는거 같아요,ENXX,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558430&referrerAllArticles=false
88,558366,친구들 4인조! 궁합!!봐주세용,리찌 enxp 7w6,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558366&referrerAllArticles=false
89,558227,메모장 궁예 해주세요!!,memo,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558227&referrerAllArticles=false
90,558136,이 친구 mbti 뭘까요? e__p 같은데,회먹구싶ISFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558136&referrerAllArticles=false
91,558129,(펑예)인팁/인티제 구분하는 방법은 뭘까요,블프,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=558129&referrerAllArticles=false
92,557866,"모나지 않고, 감정기복 심하지 않고, 담백하면서, 우유부단하지만 자기만의 기준은 있어서 휘둘리지 않는 유형... 뭘까요?",illlliii,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557866&referrerAllArticles=false
93,557817,"enfj, infj 중 뭔지 잘 모르겠어요 ..",나도날몰라ㅜㅜ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557817&referrerAllArticles=false
94,557809,끊임없이 지 할 말만 하는 사람,셍쿵캉intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557809&referrerAllArticles=false
95,557791,유미 이성 세포 mbti는 뭘까요?,담 ENFJ 2w3,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557791&referrerAllArticles=false
96,557760,짝남 추정 유형이 ESFP인데 맞는거 같나요?,회먹구싶ISFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557760&referrerAllArticles=false
97,557734,유형이 궁금해요,INTPT입니다,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557734&referrerAllArticles=false
98,557682,유형 감별 질문2222(결과 알아냈어요!!),망Go,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557682&referrerAllArticles=false
99,557639,ISTJ남편 enfp아내,베리밍,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557639&referrerAllArticles=false
100,557549,mbti 애매하신분 여기서 검사해보세요..!,mbtmi,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557549&referrerAllArticles=false
101,557335,미루는 습관을 어찌해야 할까요,maybe INFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557335&referrerAllArticles=false
102,557156,intp 분들에게 묻고싶은게 있어요,데네브 칼리,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=128&boardtype=L&articleid=557156&referrerAllArticles=false
103,556982,그냥 이런 말투에서 희열을 느껴요.,셍쿵캉intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556982&referrerAllArticles=false
104,556978,네이버 일요웹툰 라커오프너 캐릭터 mbti 뭘까여,IN유형 4w5,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556978&referrerAllArticles=false
105,556971,영화 너의 결혼식 중에 김영광 mbti 뭘까요?,뿌삐뽀삐,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556971&referrerAllArticles=false
106,556759,키가 남자185랑 여자168이면,ISTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556759&referrerAllArticles=false
107,556614,엣팁이자 엔팁 여자에요,estp 아마,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556614&referrerAllArticles=false
108,556544,눈 궁예,ISTJ넛,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556544&referrerAllArticles=false
109,556521,눈알 궁예 해주세욤,백화,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556521&referrerAllArticles=false
110,556477,xsfx 유형 어머니를 두신 분,크루비 inxx,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556477&referrerAllArticles=false
111,556468,MBTI별 사과방식 진짜 공감가네용 ㅋㅋㅋㅋ (인스타퍼옴),호호infj,18,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556468&referrerAllArticles=false
112,556410,"갑자기 거리두기 하는 사람, 뭐하는 인간인지",셍쿵캉intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556410&referrerAllArticles=false
113,556219,눈 궁예(eye goongye),유형 감별,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556219&referrerAllArticles=false
114,556176,내 이상형,FRIED INTJ,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556176&referrerAllArticles=false
115,556072,코코볼 먹음서 나혼산 보는데,셍쿵캉intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=556072&referrerAllArticles=false
116,555890,연차때 보통 뭐하세요?,제이스치는,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555890&referrerAllArticles=false
117,555830,제친구유형감별좀 부탁드려요,Extj 이거나ixtj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555830&referrerAllArticles=false
118,555797,우리나라 직장인 30%는 월급 200만원 안된다네요,초코볼러,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555797&referrerAllArticles=false
119,555791,저도 눈궁예 봐주세욤,나도별,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555791&referrerAllArticles=false
120,555790,첫출근한지 2시간만에 화장실 다녀온다고 거짓말하고 유니폼 그대로 입고 도망가는 신입사원 이해되세요?,초코볼러,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555790&referrerAllArticles=false
121,555498,휴… 이미 답 정해 놓고 근질근질해서 질문인것 마냥 글 올리는거,셍쿵캉intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555498&referrerAllArticles=false
122,555451,친구가 우울해서 머리 잘랐다고 한다면 어떻게 하시겠어요?,초코볼러,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555451&referrerAllArticles=false
123,555441,유형 궁예 해주세요~(퐁퐁두두),훔쳐보기 금지,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555441&referrerAllArticles=false
124,555391,남자친구 mbti 뭘까요!?,훌라룰라 ISFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555391&referrerAllArticles=false
125,555336,유형별 한줄 요약과 대표 연예인,잇프피야옹이,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555336&referrerAllArticles=false
126,555192,제 mbti 유형 감별 부탁드립니다!!,크림과빵,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=128&boardtype=L&articleid=555192&referrerAllArticles=false
