,번호,제목,작성자,좋아요,주소
34,563632,현실에서 저는 진짜 인간적이고 호감형 스타일인가봐요........,지구력,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563632&referrerAllArticles=false
35,563620,다욧트 하실분~!,인프피당,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563620&referrerAllArticles=false
36,563612,비가 그친 뒤 바다,파덕 ISFJ 2w1,8,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563612&referrerAllArticles=false
37,563598,인프제 에니어그램 8번,비엔나 INFJ 8w9,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563598&referrerAllArticles=false
38,563559,돼정 일기,카테르지나 INFJ 7w6,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563559&referrerAllArticles=false
39,563525,오늘 너무 힘들었어요...,멍묭infj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563525&referrerAllArticles=false
40,563500,간만에 쓰는 긍정일기,필연적환상 Entj 3w4,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563500&referrerAllArticles=false
41,563448,오늘 하루도,꿈나무 ENXP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563448&referrerAllArticles=false
42,563389,빼빼로 받았어요! 🍪,예사소년enfp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563389&referrerAllArticles=false
43,563238,댓글 2위 했어요!!>_<,잇프제제,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563238&referrerAllArticles=false
44,563221,감사패,K E 로렌스 INTJ,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563221&referrerAllArticles=false
45,563217,저 인기멤버 되는꿈 꿔써요,소라게 ENFJ,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563217&referrerAllArticles=false
46,563204,미라클 모닝 5일차~,RDFS INTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563204&referrerAllArticles=false
47,563199,이날씨에 모기 5마리,수랑,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563199&referrerAllArticles=false
48,563173,조건 없이?,넬리치 ENFJ 9w1,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563173&referrerAllArticles=false
49,563131,방에 모기가 있어_10cm,잇프제제,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563131&referrerAllArticles=false
50,563074,오늘의 연애 tmi,가면부자INTJXENTP,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563074&referrerAllArticles=false
51,563012,요즘 들어 엣프피 여자에 대해 궁금해 하시는 분들이 보이네요,탈퇴한 회원입니다,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=563012&referrerAllArticles=false
52,562974,필기체,Ri7272 INTJ 5w6,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=143&boardtype=L&articleid=562974&referrerAllArticles=false
53,562938,아쉬운 일요일 늦은 오후,비엔나 INFJ 8w9,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562938&referrerAllArticles=false
54,562924,너무 TMI이긴 한데여,도련,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562924&referrerAllArticles=false
55,562888,오늘부터 계획인간이 되겠어요,멍묭infj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562888&referrerAllArticles=false
56,562882,우울함을 달래기 위해 식물과 살아보려고 합니다,신촌사과암살자enfj,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562882&referrerAllArticles=false
57,562881,오늘은 긍정적으로 가야지.,레오나,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562881&referrerAllArticles=false
58,562851,된장찌개 맛있음,강신12,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562851&referrerAllArticles=false
59,562769,긍정일기!!,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562769&referrerAllArticles=false
60,562747,미라클 모닝 4일차,RDFS INTJ,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562747&referrerAllArticles=false
61,562737,북치고 장구치고...,슈퍼도뉴니INTP T,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562737&referrerAllArticles=false
62,562735,해삐 :3,서애 ISFP 4W5,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562735&referrerAllArticles=false
63,562731,쿨하기,XoxoX,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562731&referrerAllArticles=false
64,562726,오늘할일을 이제 다했다,위대한 냥냥이,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562726&referrerAllArticles=false
65,562724,인생이 불공평한가?,intp gg,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562724&referrerAllArticles=false
66,562708,오늘 하루도 감사한 마음으로,신난다후치 INFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562708&referrerAllArticles=false
67,562690,뭐든지 중간이 좋다.,intp gg,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562690&referrerAllArticles=false
68,562689,여행와서 공부하다 자러갑니다,필연적환상 Entj 3w4,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562689&referrerAllArticles=false
69,562688,Te를 잘 쓸 수 있었다. (어제 쓴 글),서린 INFP 4,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562688&referrerAllArticles=false
70,562624,게임 슈퍼 잼나네요,슈퍼도뉴니INTP T,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562624&referrerAllArticles=false
71,562619,반갑습니다.,intp gg,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562619&referrerAllArticles=false
72,562519,요즘 다시 mbti에 관심이 가지네요 :),이나 ISFX,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562519&referrerAllArticles=false
73,562518,백신은 질병이다,도련,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562518&referrerAllArticles=false
74,562385,생각한대로 바뀌는거 같아요,EiNTP당근,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562385&referrerAllArticles=false
75,562356,여기 카페 넘 좋네요 ~~,아플러 ISFJ,8,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562356&referrerAllArticles=false
76,562354,감정의 포인트가 같아야 한다,단풍언니 INTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562354&referrerAllArticles=false
77,562326,다담주 20일에 베네치아 여행가요!!,빵위에쌈무 ISFJ 6W5,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562326&referrerAllArticles=false
78,562312,혹쉬 렌즈끼는 엠헬님들 계신가욤??,난무조건잘됨,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562312&referrerAllArticles=false
79,562286,토요일~~~,소라게 ENFJ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562286&referrerAllArticles=false
80,562285,코디 골라주세여,잇프제제,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562285&referrerAllArticles=false
81,562275,11월6일 토요일,비엔나 INFJ 8w9,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562275&referrerAllArticles=false
82,562268,미라클 모닝 3일차,RDFS INTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562268&referrerAllArticles=false
83,562244,정서적으로 마음편한,필연적환상 Entj 3w4,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562244&referrerAllArticles=false
84,562217,보통일기,야옹 ISFJ t 1w2 spso,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562217&referrerAllArticles=false
85,562209,제발 하지 말았으면 하는행동,도련,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562209&referrerAllArticles=false
86,562205,주말이넹~~~!!!,강신12,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562205&referrerAllArticles=false
87,562179,행복했던 일주일이,감귤,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562179&referrerAllArticles=false
88,562132,F가 듣고싶은대답,Enfjjjjj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562132&referrerAllArticles=false
89,562056,오늘 불금이래요,푹자고싶다infpj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562056&referrerAllArticles=false
90,562052,이제 춤은 매일 추는 것 같다...?,카테르지나 INFJ 7w6,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562052&referrerAllArticles=false
91,562035,모두들 즐퇴♡ 수고했다고 해주세용,구름별사랑해 ISFJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562035&referrerAllArticles=false
92,562032,ㄱㅈ ㅇㄱ,근면성실한개미 ANT P,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562032&referrerAllArticles=false
93,562031,코로나 2년차에 얻은 것들,위대한 냥냥이,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562031&referrerAllArticles=false
94,562000,귀찮게 해버렸네요,도련,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=562000&referrerAllArticles=false
95,561985,ㅉㅂㅇㄱ,메리미 ESFP 7w6,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=561985&referrerAllArticles=false
96,561984,죄송하지만 저희 가게에 펩시콜라는,긍붕 INFP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=561984&referrerAllArticles=false
97,561978,지쳐보이는 누군가에게 해주고 싶은말🤭,도련,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=561978&referrerAllArticles=false
98,561971,질문 받아욧(치과 대기중 ㅠ),리찌 enxp 7w6,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=561971&referrerAllArticles=false
99,561928,"가장 큰 문제: 왜 자기 내면을 보지 못할까? 자기 마음을 보는 것은 인류와 우주를 볼 수 있는 고도의 학문이 되고, 남을 볼 수 있는 고도의 학문으로 자기원혼으로 살게 됩니다.",거제,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=561928&referrerAllArticles=false
100,561892,여러분은 애슐리 퀸즈가 더 좋아요 쿠우쿠우가 더 좋아요?,난무조건잘됨,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=561892&referrerAllArticles=false
101,561807,불금일기,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=561807&referrerAllArticles=false
102,561800,방향을 바꿔봐야지,강신12,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=143&boardtype=L&articleid=561800&referrerAllArticles=false
103,561798,다들 굿모닝!!!,꿈나무 ENXP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561798&referrerAllArticles=false
104,561797,미라클 모닝 2일차,RDFS INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561797&referrerAllArticles=false
105,561759,언제쯤이면 우린 일찍 잘까,토끼 ENTJ 7w8,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561759&referrerAllArticles=false
106,561730,??,감성충만 인프피,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561730&referrerAllArticles=false
107,561714,마스크팩하며 하루를 정리해요,비엔나 INFJ 8w9,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561714&referrerAllArticles=false
108,561698,싫어하는 것 보다 좋아하는 것,태어날때부터잇프제,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561698&referrerAllArticles=false
109,561674,오늘은,넬리치 ENFJ 9w1,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561674&referrerAllArticles=false
110,561667,나에게 가치 있는것에만 시간 투자하기,비엔나 INFJ 8w9,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561667&referrerAllArticles=false
111,561643,ㄱㅈㅇㄱ,근면성실한개미 ANT P,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561643&referrerAllArticles=false
112,561560,하루하루가 씬납니다,감귤,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561560&referrerAllArticles=false
113,561541,긍정일기,ENFP라일,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561541&referrerAllArticles=false
114,561529,.........저 어떡하죠..................,단풍언니 INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561529&referrerAllArticles=false
115,561495,"타고난 자기 정신작용,성격,기질,마음은 부모로 부터 절대 유전되지 않는다. 자기 몸(체질)은 부모로 부터 유전 된다.(과학적이다.",거제,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561495&referrerAllArticles=false
116,561337,"이말년 작가, 주호민 폭행",그사먹 INTJ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561337&referrerAllArticles=false
117,561323,냐옹,그사먹 INTJ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561323&referrerAllArticles=false
118,561304,함께 늙고 싶다,넬리치 ENFJ 9w1,8,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561304&referrerAllArticles=false
119,561303,먼지가 또 많아졌다,운양 ENTP 7w8w7,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561303&referrerAllArticles=false
120,561286,긍정일기🙂,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561286&referrerAllArticles=false
121,561273,스펙타클한 인생,태어날때부터잇프제,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561273&referrerAllArticles=false
122,561266,모두들 좋은 아침입니다~!,꿈나무 ENXP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561266&referrerAllArticles=false
123,561262,다시 돌아온 미라클 모닝 1일차,RDFS INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561262&referrerAllArticles=false
124,561252,님들 최악의 상황이에요 지금,멜랑꼴리ENTPj 1w8,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561252&referrerAllArticles=false
125,561214,돌아가고싶다.,행복해 ISFJ 5w6,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561214&referrerAllArticles=false
126,561208,이제 누웠다,넬리치 ENFJ 9w1,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561208&referrerAllArticles=false
127,561187,화이팅이다!!!,강신12,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561187&referrerAllArticles=false
128,561156,/히든이모티콘,카테르지나 INFJ 7w6,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561156&referrerAllArticles=false
129,561149,부정일기,파란하늘 intj 3w4,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561149&referrerAllArticles=false
130,561097,부모님이 MBTI에 빠지셨어요,IXTP집순이,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561097&referrerAllArticles=false
131,561048,엠헬을 하루종일 안 들어올 수가 없군요.(TMI),bBeRy IxxP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=143&boardtype=L&articleid=561048&referrerAllArticles=false
