,번호,제목,작성자,좋아요,주소
16,563740,잇팁에게 마음 전하는 방법 괜찮을까요 ㅠㅠ,ENXJ 나나 1w2,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563740&referrerAllArticles=false
17,563727,남사친 여사친,기미 enfj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563727&referrerAllArticles=false
18,563709,잇팁 다 이런가요?,EiNTP당근,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563709&referrerAllArticles=false
19,563535,잇팁 남친 파악하기,엣팁eee,8,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563535&referrerAllArticles=false
20,563533,잇팁분들 질문 드려요,Sll,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563533&referrerAllArticles=false
21,563467,엣팁분들 요기요기모여라,밍은엣팁,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563467&referrerAllArticles=false
22,563458,퇴사할지 말지 고민중인 엣팁입니다 ..,엣팁인데 어쩔티비,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563458&referrerAllArticles=false
23,563409,우는 잇팁친구,오예오ENTP 3w4 sxso,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563409&referrerAllArticles=false
24,563406,잇팁이 좋아하는 행동 뭐가 있나요?,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563406&referrerAllArticles=false
25,563378,잇팁들이 연애하는이유,행복한엔프피,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563378&referrerAllArticles=false
26,563300,엣팁이랑 친해지고 싶으면 먼저 다가가도 될까요 ?,나나 ESFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563300&referrerAllArticles=false
27,563284,제가 놀고있다는 소식 듣고 달려온 전 남친 ..,엣팁인데 어쩔티비,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563284&referrerAllArticles=false
28,563229,엣팁인데,외로운 ESTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563229&referrerAllArticles=false
29,563168,istp 귀엽드라구여 ㅋ,bluee,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563168&referrerAllArticles=false
30,563160,istp 넘 조앙!!,잇팆ㅔ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563160&referrerAllArticles=false
31,563090,잇팁은 바람필수 있을까요??!!,류아123entp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563090&referrerAllArticles=false
32,563026,뜬금없는 잇팁ㅋㅋ,러블리포포,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=563026&referrerAllArticles=false
33,562951,내 ESTP 짝꿍 눈빛 너무 섹시하다,BabyDriver77,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562951&referrerAllArticles=false
34,562916,estp분들은 내가 좋아하는 사람이,티별INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562916&referrerAllArticles=false
35,562915,일벌레남친 ㅠ,러블리포포,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562915&referrerAllArticles=false
36,562776,엣팁 친구 사귀고싶어요 ㅋㅋㅋ,뉴발러버 왕ESTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562776&referrerAllArticles=false
37,562750,잇팁남자가 여자좋아하거나사랑할때,러블리포포,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562750&referrerAllArticles=false
38,562600,잇팁과의 연애,엣티제이이이,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562600&referrerAllArticles=false
39,562566,엣팁분들 잇티제랑 잘 맞으시나용?,밍은엣팁,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562566&referrerAllArticles=false
40,562556,잇팁남친 귀여워요 ㅋㅋ,러블리포포,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562556&referrerAllArticles=false
41,562541,잇팁엣팁분들 썸,넵난엣팁,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562541&referrerAllArticles=false
42,562431,답장 진짜 빠른 istp,잇팆ㅔ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562431&referrerAllArticles=false
43,562419,estp 친해지면 막하나요?,루루 infp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562419&referrerAllArticles=false
44,562283,estp 분들 양육환경 어떠셨나요? 1. 모진 풍파 삶의 현장 vs. 2. 온실 속의 화초,달키estp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562283&referrerAllArticles=false
45,562180,새로운 사람을 만나고 온 잇팁과 엔프제 차이ㅋㅋ,옴뇸,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562180&referrerAllArticles=false
46,562171,잇팁 왜 그러는지 알려주세요,엣티피피,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562171&referrerAllArticles=false
47,562151,잇팁은 이성이 쓴 포크를 쓰게 된다면...,별빛이내,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562151&referrerAllArticles=false
48,562114,estp는 둘이서 보는걸 안 좋아하나요?,루루 infp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562114&referrerAllArticles=false
49,562106,친한친구들인데 한명도 못맞췄네요.. 흑흑,긴가민가ISTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=562106&referrerAllArticles=false
50,561915,매운맛 여자 estp 질문받아요,달키estp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=561915&referrerAllArticles=false
51,561820,"저,,잇팁이랑 연애해요ㅎㅎㅎㅎ",하지닝 INFP,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=561820&referrerAllArticles=false
52,561645,엣팁분들 자기자랑 많이 하는편인가요?,배튜,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=15&boardtype=L&articleid=561645&referrerAllArticles=false
53,561631,잇팁이 무대체질...?,시쿤 ISTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561631&referrerAllArticles=false
54,561621,친구가 제 캐해라고 보내줬어요,잇팁비야,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561621&referrerAllArticles=false
55,561523,잇팁 혹은 엣팁에 어울리는 이름 (판타지 소설),이상주의자 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561523&referrerAllArticles=false
56,561463,🌙 MBTI 결과지 (기록),구름이참예뻐요 ESTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561463&referrerAllArticles=false
57,561397,잇팁분들 연애할때,엣팁eee,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561397&referrerAllArticles=false
58,561371,엣팁 너무 재밌어요,쪼끄만인픞,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561371&referrerAllArticles=false
59,561354,🧸 청개구리,구름이참예뻐요,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561354&referrerAllArticles=false
60,561347,ISTP분들 TV 프로그램에 슬픈 내용 나올때 진짜 공감 안가시나요?,멀어 ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561347&referrerAllArticles=false
61,561191,궁금한게있어요!!!상황대처법:),나는enfj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561191&referrerAllArticles=false
62,561163,잇팁남자 자기가 찬 상대에게 미안해서 연락못하나요?,온도,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561163&referrerAllArticles=false
63,561138,엣팁남에게 차였는데용,JJOO1,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561138&referrerAllArticles=false
64,561084,직장인 남자 istp가 평일에 휴가 내서 같이 논다면 1. 친구여도 가능 2. 호감 필요 어느 쪽인가요?,달키estp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561084&referrerAllArticles=false
65,561059,🧸 어릴때 부터 S는 티가난다,구름이참예뻐요,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=561059&referrerAllArticles=false
66,560815,잇프피 성향이 있어보이는 잇팁 짝사랑 중인데요,ENXJ 나나 1w2,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560815&referrerAllArticles=false
67,560798,istp남친에게 드는 의문점...,호빵,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560798&referrerAllArticles=false
68,560740,내사랑 잇팁이,엔프피죠,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560740&referrerAllArticles=false
69,560703,ESTP분들 카톡 답 늦으면 화나시나요?,몰랑 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560703&referrerAllArticles=false
70,560693,ESTP 전 애인은 절 좋아했던 걸까요,조이풀1,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560693&referrerAllArticles=false
71,560673,엣팁분들!!,Chin IESFPT 9w1,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560673&referrerAllArticles=false
72,560668,잇팁 여자 질문 받아요!,나느ㄴ잇팁,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560668&referrerAllArticles=false
73,560628,엣팁은 어떻게 꼬시나요??,레몬 INFP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560628&referrerAllArticles=false
74,560598,ISTP와 ESTP와의 사이는 어떤가요?,레몬 INFP,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560598&referrerAllArticles=false
75,560564,ISTP분들 평상시에 억제하면서 살지않나요?,ISTPISTPISTP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560564&referrerAllArticles=false
76,560538,ISTP분들 첨 만났을 때 말 잘 안하시나요?,도메인 ISTP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560538&referrerAllArticles=false
77,560399,ISTP분들 잠시만 들어와주세요,토성ENFP 4w3,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560399&referrerAllArticles=false
78,560374,백신 부스터,지나가던공돌이 EISTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560374&referrerAllArticles=false
79,560348,잇팁분들 질문있어요 !,머리아픈ESFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560348&referrerAllArticles=false
80,560211,ISTP-A 연애 친구 사회생활 질문받아요,00 ISTP 00,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560211&referrerAllArticles=false
81,560200,istp인데 같은 istp만나보고 싶어요 ㅋㅋㅋㅋ,ISTP뉼,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560200&referrerAllArticles=false
82,560173,잇팁의 사랑해,ESTJ ESFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560173&referrerAllArticles=false
83,560136,"잇팁이랑 연애 연락 어떤가요,,,",뼛속까지 en프피,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560136&referrerAllArticles=false
84,560113,잇팁남자친구랑 시간을 갖고있어요,류아123entp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560113&referrerAllArticles=false
85,560041,ISTP 남자 - 좋아하지만 본인이 능력이 되지 않으면 사귀지 않나요?,REAL INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560041&referrerAllArticles=false
86,560040,잇팁 연애..,쏘 ISTP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560040&referrerAllArticles=false
87,560038,잇팁이랑 대화주제 추천해주세요,레몬 레몬,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=560038&referrerAllArticles=false
88,559978,엣팁님들 급해요!! 들어와주세뇨!! ㅠㅠ,잇티제ㅎㅅㅎ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559978&referrerAllArticles=false
89,559931,엣팁분들 궁금한거 있어요,person푸피,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559931&referrerAllArticles=false
90,559839,ISTP 친구가 그냥 저를 편하게 생각하는 걸까요? 아니면 만만하게 보는 걸까요?,fghjk,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559839&referrerAllArticles=false
91,559830,잇팁남친의 거짓말..(세부내용 삭제) 답변감사합니다^^,봄붕어INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559830&referrerAllArticles=false
92,559678,잇팁남친이 실수를했어요,류아123entp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559678&referrerAllArticles=false
93,559676,estp 분들께 질문,재간둥이 intj,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559676&referrerAllArticles=false
94,559616,Estp연인 연락 조언좀요!.,미미쉘,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559616&referrerAllArticles=false
95,559571,페르소나?,잇팁비야,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559571&referrerAllArticles=false
96,559460,잇팁을 애인으로 두신분들,라스,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559460&referrerAllArticles=false
97,559458,잇팁님들 질문이욤,꺄앙estp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559458&referrerAllArticles=false
98,559293,저 이성을 유혹 5가지 이유 테스트,바카 istp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559293&referrerAllArticles=false
99,559281,잇팁남자분들..관심없는 상대가 고백하면,사머,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559281&referrerAllArticles=false
100,559239,저는 상대가 스스로 추측해서 감정이입한 것이 이해 가지 않았어요,다중이 istp,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559239&referrerAllArticles=false
101,559225,잇팁분들!(펑),듈 infp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559225&referrerAllArticles=false
102,559217,엠헬에 ESTP관련 글들이 많이 올라와서 기분이가 좋구먼유,ASHE,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=15&boardtype=L&articleid=559217&referrerAllArticles=false
103,559216,잇팁분들께 물어봅니다 ㅠ,Istp와j사이,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=559216&referrerAllArticles=false
104,559206,Istp남친 장단점,시쿤 ISTJ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=559206&referrerAllArticles=false
105,559198,앳팁을 안달나게 하는법.... 없다고하지마영,젠ㅇㅅㅇ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=559198&referrerAllArticles=false
106,559189,잇팁분들은 처음보고?,블아마시는 INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=559189&referrerAllArticles=false
107,559188,엣팁분들!!,Chin IESFPT 9w1,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=559188&referrerAllArticles=false
108,559168,잇팁 남편두신분들 결혼생활 궁금,시쿤 ISTJ,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=559168&referrerAllArticles=false
109,559149,알기 전엔 어려운 istp,시쿤 ISTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=559149&referrerAllArticles=false
110,559130,잇팁분들 !!!!,하하비infp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=559130&referrerAllArticles=false
111,558721,estp 질문 받아요,배튜,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558721&referrerAllArticles=false
112,558678,estp여자 질문 받아요,estp냥옹이,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558678&referrerAllArticles=false
113,558550,엣팁남친바람..,엣프제나야나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558550&referrerAllArticles=false
114,558429,istp 남자의 애교란 무엇인가요?,달키estp,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558429&referrerAllArticles=false
115,558392,ISTP분들 체력 어떠세요???,풍덩풍덩,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558392&referrerAllArticles=false
116,558386,istp 잇팁 여자 질문 받아요,ISTP뉼,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558386&referrerAllArticles=false
117,558362,잇팁열분ㅎㅎㅋ,블아마시는 INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558362&referrerAllArticles=false
118,558338,잇팁분들은,블아마시는 INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558338&referrerAllArticles=false
119,558309,istp 잇팁 남자 질문받아여 연애상담 커몬❤,ei NFP녀,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558309&referrerAllArticles=false
120,558297,잇팁녀 질문 받아보겠슴미다!,loppoo,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558297&referrerAllArticles=false
121,558144,Estp 질문 받아요,숭ESTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558144&referrerAllArticles=false
122,558111,엣팁 분들 재회한적 있나요?,덴데 EINFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558111&referrerAllArticles=false
123,558043,잇팁녀님덜 상대방으로 부터 귀여워~ 라는 이야기를 들으면?,스팀팩마린,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=558043&referrerAllArticles=false
124,557923,'...컨셉이세요?' 이거 무슨 의미일까요?🥲😚,다중이 istp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=557923&referrerAllArticles=false
125,557829,잇팁 연락,하지닝 INFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=557829&referrerAllArticles=false
126,557748,제 남친 mbti,73,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=557748&referrerAllArticles=false
127,557661,Estp 친구랑 친해지기,뜽똥땡 infj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=15&boardtype=L&articleid=557661&referrerAllArticles=false
