,번호,제목,작성자,좋아요,주소
10,564347,인프피분들 도와주세용~,츄intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564347&referrerAllArticles=false
11,564337,"INFP ENFP 분들 중에 재테크(주식, 부동산) 잘하시는 분 있나요?",InFPj T,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564337&referrerAllArticles=false
12,564334,찐 Enfp 질문 받아요 !,Enfp민,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564334&referrerAllArticles=false
13,564320,.,INFP흰여우,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564320&referrerAllArticles=false
14,564294,ENFP 연락 고민,국화빵ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564294&referrerAllArticles=false
15,564284,엔프피 남자친구의 생각이 궁금해요,잇프제에유,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564284&referrerAllArticles=false
16,564267,엔프피 질문 받아보고 싶어요! 😋,아우성 enfp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564267&referrerAllArticles=false
17,564263,[일기] 이상하게도 안 좋은 운세가 기억에 오래 남는다.,레오나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564263&referrerAllArticles=false
18,564259,INFP 인프피에 대해서 간략하게 적어본 주관적인 간략한 글,JS INFP,8,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564259&referrerAllArticles=false
19,564230,[생각] 혼란한 세상에서 무엇을 믿어야 할까,레오나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564230&referrerAllArticles=false
20,564224,인프피 친구와의 관계는 여기까지인걸로...,sy12285,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564224&referrerAllArticles=false
21,564215,엔프피 enfp 분들 질문 있어요!,지태,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564215&referrerAllArticles=false
22,564197,Enfp 엄청 잘해주다가 갑자기 잠수,헤이마마,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564197&referrerAllArticles=false
23,564186,사소한 질문 하나! 인프피 분들 헤어진 애인과 재회하신 적 있으신가요?,두개,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564186&referrerAllArticles=false
24,564153,정식 검사를 하고왔습니다!!,도련,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564153&referrerAllArticles=false
25,564152,INFP 마을을 구상해보았습니다,Nanashi,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564152&referrerAllArticles=false
26,564151,인프피들에게 인티제는 어떻게보여요,앰버바닐라,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564151&referrerAllArticles=false
27,564126,인프피 재회 가능성있을까요?,앳킨스,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564126&referrerAllArticles=false
28,564120,인프피 가까운사람에게 의지? 어떤식으로 하세요?,츄intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564120&referrerAllArticles=false
29,564106,여기에 공감하시는 E분들 있으신가요?,토비 피터 파커 ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564106&referrerAllArticles=false
30,564097,"저는 스스로 엥뿌삐>,< 이러거나 막 오버해서😝😍🥰😃🥳😳이런 이모티콘",나나enfp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564097&referrerAllArticles=false
31,564094,이것만 끄적여야지.. 나도 내 글봐도 어려워,레오나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564094&referrerAllArticles=false
32,564089,체력적으로 피곤한 인프피!!,츄intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564089&referrerAllArticles=false
33,564084,[고민] 주변 사람들이 왜 나한테만 사람들과 어울려야 한다고 그러는 걸까?,레오나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564084&referrerAllArticles=false
34,564074,인프피분들 질문 두가지 !!,ISFP0256,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564074&referrerAllArticles=false
35,564066,[일기/긴글주의] 내 본심은 내가 어떤 모습이길 바랬던 걸까.,레오나,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564066&referrerAllArticles=false
36,564046,극단적 찐인프피! 질문 받습니당,대학민국,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564046&referrerAllArticles=false
37,564039,INFP 감정기복 ㅠㅠ,배고프다구요,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564039&referrerAllArticles=false
38,564036,enfp가 저 무섭대요 어떡하죠,INTJ 짝사랑중인 INTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=564036&referrerAllArticles=false
39,563972,enfp님들 연락이요!,쏘옹 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563972&referrerAllArticles=false
40,563901,ENFP 여자분들 질문있어요!,화노,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563901&referrerAllArticles=false
41,563890,ENFP 대화주제,미미는 ISFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563890&referrerAllArticles=false
42,563865,열이 올라왔어요,INFP흰여우,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563865&referrerAllArticles=false
43,563864,ENTP 와 ENFP 남자분들 관심가는 사람 인스타 보시나요,헤이마마,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563864&referrerAllArticles=false
44,563853,무기력 대처방법,해맑은인픞,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563853&referrerAllArticles=false
45,563836,인프피 남성분들 ㅜㅠㅠ,ixtp bxgkk,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563836&referrerAllArticles=false
46,563816,INFP 인데 Ne를 안쓰는 것 같아요..,빅토리아 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563816&referrerAllArticles=false
47,563736,엔프피도 집돌이일수 있나용?,잇쁘비,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563736&referrerAllArticles=false
48,563708,INFP 여러분 존재해줘서 고맙습니다.,산타오빠,23,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563708&referrerAllArticles=false
49,563689,모험을 좋아하는 엔프피,ENFP 3w2 남,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563689&referrerAllArticles=false
50,563685,모고 풀고 현타온 엔프피 질문받아요,Enfp민,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563685&referrerAllArticles=false
51,563663,Infp 여자 질문 받아요!,인픕피123,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563663&referrerAllArticles=false
52,563660,INFP-T 내향성 94퍼인 남자입니다.,혁2,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=18&boardtype=L&articleid=563660&referrerAllArticles=false
53,563604,인프피에게 고맙다 힘이된다는말,lelelulu,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563604&referrerAllArticles=false
54,563597,요즘세상은 우리말보다 영어를 더 쓰는 거 같다.,레오나,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563597&referrerAllArticles=false
55,563569,답변요정 INFP 20대 남자 질문받아욤,블마INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563569&referrerAllArticles=false
56,563514,INFP분들중에 건강염려증 있으신 분 안계신가요?,raramee,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563514&referrerAllArticles=false
57,563477,저 요즘 ENFP답지 않게 지냈더니,ENFP뇸뮥,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563477&referrerAllArticles=false
58,563476,INFP분들 이별후 재회 가능한가여,쪼꾸리,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563476&referrerAllArticles=false
59,563428,엔프피 아들녀석,ENTJ 봉봉,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563428&referrerAllArticles=false
60,563407,BTS 뷔도 이러다가 INFP로 나오게 된듯.,아이스캔디ENfP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563407&referrerAllArticles=false
61,563326,케이스 골라주세요 ! 엠비티아이도 같이요 !,엔뿌삐,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563326&referrerAllArticles=false
62,563317,인프피 남자 질문 받습니다 !,JS INFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563317&referrerAllArticles=false
63,563315,ENFtP 엔프피도 연락 밀당하나요???,헤이마마,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563315&referrerAllArticles=false
64,563314,infp 인프피남자분들 금사빠 금사식인가요?,재윤,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563314&referrerAllArticles=false
65,563299,모더나 맞고 왔습니다,INFP흰여우,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563299&referrerAllArticles=false
66,563222,인프피 짝남에 대해 질문! 도와주세요~ㅠ infp 남자,양양양 INFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563222&referrerAllArticles=false
67,563188,엔팁여잔데용... infp 남성분들 질문이용,entp 츄츄,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563188&referrerAllArticles=false
68,563183,인생에서 가장 중요한 건 사람을 잘 만나야 한다고 생각한다.,레오나,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563183&referrerAllArticles=false
69,563180,INFP 너무 좋아,동대남ENTJ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563180&referrerAllArticles=false
70,563170,엔프피 금사빠 밈이 너무 싫어요!!!,U ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563170&referrerAllArticles=false
71,563095,여러분들은 콘서트에서 신나게 즐기는 편인가요?,레오나,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563095&referrerAllArticles=false
72,563094,인프피분들 나이먹어가면서 달라진다는게 느껴지시나요?,블루infp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563094&referrerAllArticles=false
73,563093,"인프피님들, 먼저 살갑게 '인사만' 건네는거 어려워하시는 편인가요?",세월 INFP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563093&referrerAllArticles=false
74,563063,집가는길 질문받아요,Enfp민,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563063&referrerAllArticles=false
75,563053,후우 현생 개빡세다,내가인프피라니 7w6,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563053&referrerAllArticles=false
76,563043,인프피들 이상이 높아서 괴리감 느낄 때 어떻게 하세요?,나도날몰라,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563043&referrerAllArticles=false
77,563037,인프피 절친에게 물어봤더니 진짜래요,에취ENFJ 2w1,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=563037&referrerAllArticles=false
78,562909,샤이니 태민같은 분위기를 갖고 싶다 (같은 인프피로서),maktIXFX,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562909&referrerAllArticles=false
79,562876,[긴글주의] 스스로에게 있는 정신적인 문제에 대해,레오나,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562876&referrerAllArticles=false
80,562862,.,INFP흰여우,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562862&referrerAllArticles=false
81,562853,Infp 남자분들 계시다면 특징좀 적어주고 가주세요,앙만두,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562853&referrerAllArticles=false
82,562846,다른 인프피분들도 연인한테 흐린눈 잘 하세요?,인픕피123,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562846&referrerAllArticles=false
83,562825,줄곧 전문가에게 상담받으라는 말을 듣기 싫었던 이유,레오나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562825&referrerAllArticles=false
84,562807,[긴글주의] 이 카페에다가 욕한 것도 아니고 자신을 돌아보며 말을 적은 것뿐인데..ㅠ,레오나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562807&referrerAllArticles=false
85,562786,INFP 여자 질문 받아영,귤랭이 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562786&referrerAllArticles=false
86,562761,오랜만에 검사해도 infp이네요,mo INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562761&referrerAllArticles=false
87,562730,엔뿌삐분들! 이거 시그널일까요?,DDistp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562730&referrerAllArticles=false
88,562717,귀여운 인프피님들 질문!,esfj엣푸제,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562717&referrerAllArticles=false
89,562714,.,레오나,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562714&referrerAllArticles=false
90,562712,다른 가치관을 잘 인정하는 이유,단다네 INFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562712&referrerAllArticles=false
91,562699,이곳에 비슷한 나이대가 있어서 다행인 거 같아요,레오나,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562699&referrerAllArticles=false
92,562697,엔프피 인프피 엔프제 인프제 칭구들은,연보라 엔쁩,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562697&referrerAllArticles=false
93,562696,엠헬분들 고마워요ㅠㅠ (나인하트님은 왜 안보이시죠?),연보라 엔쁩,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562696&referrerAllArticles=false
94,562693,ENFP가 꿍해있을때 질문입니다,인별몬,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562693&referrerAllArticles=false
95,562669,인류애가 넘칠때,hy ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562669&referrerAllArticles=false
96,562639,우와.. 이거 참 신기하네요 🤭🤭,마피 INFP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562639&referrerAllArticles=false
97,562636,[일기] 오늘은 이상한 꿈을 꿨다.낯선꿈이라 기억이 난다..,레오나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562636&referrerAllArticles=false
98,562621,암살 고백(??),단다네 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562621&referrerAllArticles=false
99,562604,이상하게도 나와 비슷한 사람은 만나고 싶지가 않다.,레오나,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562604&referrerAllArticles=false
100,562603,인프피남친을 꼬~옥 안을 때면...,세빛ENFJ,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562603&referrerAllArticles=false
101,562595,찐 인프피 여자 질문 받습니다,INFP 물개,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562595&referrerAllArticles=false
102,562592,좋아하는 사람 연락 기다리며 상처받고 싶지 않아요,INFP 물개,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=18&boardtype=L&articleid=562592&referrerAllArticles=false
103,562585,인프피 감정기복,펜하펜하 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562585&referrerAllArticles=false
104,562577,“뭐해” 별말아닌데,인간댕댕이ENFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562577&referrerAllArticles=false
105,562545,D-2(부제:흰여우와 기묘한 마법상자),INFP흰여우,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562545&referrerAllArticles=false
106,562437,인프피분들 주목!! 눈물참는법,소라게 ENFJ,10,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562437&referrerAllArticles=false
107,562390,엔프피분들 원래 연락 잘 안하시나요??,ENFP뭐시기저시기,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562390&referrerAllArticles=false
108,562383,엠헬에 글쓰면서 느낀점 자기가 느끼고 생각하는게 맞다,연보라 엔쁩,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562383&referrerAllArticles=false
109,562334,이상형을 만났을 때 어떻게 하시나요?,혠 infp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562334&referrerAllArticles=false
110,562321,INFP남이예요! 질문주세요~~,펜하펜하 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562321&referrerAllArticles=false
111,562307,.,INFP흰여우,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562307&referrerAllArticles=false
112,562304,뼛속까지 인프피 여자 질문 받아요!,팬케이크 infp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562304&referrerAllArticles=false
113,562296,엔프피의 읽씹은 어떤 의미인가용,뷃 istp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562296&referrerAllArticles=false
114,562262,감정형님들 이 대화에서 뭐가 문제라고 생각하는지 봐주세요,NH EXXJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562262&referrerAllArticles=false
115,562198,"ENFP,INFP 분들 중 닉넴",멜랑꼴리ENTPj 1w8,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562198&referrerAllArticles=false
116,562197,인프피 남자 너무 매력있어요,잉뿌삐뿌삐,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562197&referrerAllArticles=false
117,562196,엔프피인줄알았는데 인프피래여,엔뿌삐 만두,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562196&referrerAllArticles=false
118,562192,제가 좋아하는 김소연배우님♡,몽글몽글 infp,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562192&referrerAllArticles=false
119,562191,짝사랑 어떻게 접으셨나요?,혠 infp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562191&referrerAllArticles=false
120,562127,엔프피와 친해지고 싶어용,뷃 istp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562127&referrerAllArticles=false
121,562113,엔프피는 어려운가?,레이 INTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562113&referrerAllArticles=false
122,562099,인프피님들! 능력있는 남자가 다가오는걸 어떻게 생각하시나요?,ENTJ 신혼여행,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562099&referrerAllArticles=false
123,562095,남자인프피가 사람한테 실망할때는 언제인가요?,꼬꼬istp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562095&referrerAllArticles=false
124,562086,별이,은아 infp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562086&referrerAllArticles=false
125,562085,.,INFP흰여우,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562085&referrerAllArticles=false
126,562065,[시] 어른이 된다는 건 나의 실패를 조금 더 사랑할 수 있게 된다는 걸까,은아 infp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=18&boardtype=L&articleid=562065&referrerAllArticles=false
