,번호,제목,작성자,좋아요,주소
13,564144,인프제 여러분 인스타 염탐후 차단의 반복의 심리는 뭔가요..?,잇팁팁119,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564144&referrerAllArticles=false
14,564138,배우는거 재미있어요!,미르INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564138&referrerAllArticles=false
15,564135,(펑예)infj분들 도와주시면 감사합니다,fyfyf,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564135&referrerAllArticles=false
16,564128,엔프제 남자친구 tmi.. 저한테 관심이나 있는걸까요,ESFP 두리,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564128&referrerAllArticles=false
17,564049,ENFJ SNS 사용 빈도,ENFJ STONE,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564049&referrerAllArticles=false
18,564023,엔프제들은,Alalkd enxx 2w8,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564023&referrerAllArticles=false
19,564022,엔프제 분들 좀 봐주세요,봉봉이네ISTJ찐,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564022&referrerAllArticles=false
20,564018,INFJ,INTJSONG,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564018&referrerAllArticles=false
21,564012,인프제가 이런 말들을 한다면 찐사랑이라고 봐도 될까요?,얌얌isfp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564012&referrerAllArticles=false
22,564005,우울함이 디폴트가 아닌 infj 분들 계신가요?,Amy INFJ 9w1,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=564005&referrerAllArticles=false
23,563988,엔프제 짝사랑,ENFJ 돼디,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563988&referrerAllArticles=false
24,563979,엔프제썸남과 드디어 연애해욥!,엔프피정정,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563979&referrerAllArticles=false
25,563967,헤어진 후 인프제,나 찐 enfp귀야밈쀼뿝,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563967&referrerAllArticles=false
26,563920,INFJ 여자분들 도와주세요,잠들지마,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563920&referrerAllArticles=false
27,563876,인프제 자기 검열 좀 안하고 싶은데 어떻게 해야할까요?,INFJ야,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563876&referrerAllArticles=false
28,563810,닭가슴살 저염으로 된 거 한입 먹었다가,음INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563810&referrerAllArticles=false
29,563795,인프제 남친 시간갖기,사복장복아복,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563795&referrerAllArticles=false
30,563778,인프제가 좋아하는 유튜브 주제,INFJ 서채파워,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563778&referrerAllArticles=false
31,563707,인프제분들은 여친이 서운하다그러면,entp입니다만,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563707&referrerAllArticles=false
32,563706,infj 짝남이랑 막 연락한 사이입니다. 앞으로의 주의점 알려주십쇼!!!,iandtp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563706&referrerAllArticles=false
33,563703,인프제 심리 봐주세요,나 찐 enfp귀야밈쀼뿝,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563703&referrerAllArticles=false
34,563693,인프제 분들 어떤 책 읽으세요?,캼채 INFJ 5w4,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563693&referrerAllArticles=false
35,563691,애니어그램 9w1 나왔는데,준 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563691&referrerAllArticles=false
36,563677,배고프니까 질문 받을게요,뽀로로 의대모험 Infj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563677&referrerAllArticles=false
37,563669,ENFJ 9번,넬리치 ENFJ 9w1,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563669&referrerAllArticles=false
38,563640,잠이 안오니 엔프제에게 궁금한것!,엔프제뀽,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563640&referrerAllArticles=false
39,563602,인프제님들... 어떻게 거절하나 매한가지겠지만... 다정한 거절 별로인가요?,윤사과,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563602&referrerAllArticles=false
40,563572,불건강 엔프제 헤어나오고싶어요,mir,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563572&referrerAllArticles=false
41,563511,엔프제 놀리는거 좋아하시는 분 계시나요?,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563511&referrerAllArticles=false
42,563486,이러다 enfj에 선입견 생길듯,카뮈,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563486&referrerAllArticles=false
43,563479,제 남자친구는 찐 엔프제였어요,토끼 ENTJ 7w8,7,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563479&referrerAllArticles=false
44,563446,인프제 남자 들어와주세요,나 찐 enfp귀야밈쀼뿝,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563446&referrerAllArticles=false
45,563445,(펑),엔프피정정,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563445&referrerAllArticles=false
46,563444,INFJ 여자친구의 귀여움,C ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563444&referrerAllArticles=false
47,563422,인프제의 짝사랑,엔프피제이,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563422&referrerAllArticles=false
48,563391,INFJ 호감의 표시?,INTJSONG,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563391&referrerAllArticles=false
49,563376,여자분들 반묶음 자주 하시나요??,준 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563376&referrerAllArticles=false
50,563345,첫 소개팅 도와주세요!ㅠㅠ,인프피ㅣㅣ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563345&referrerAllArticles=false
51,563334,엔프제 인간관계에서ㅠ,재이E,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563334&referrerAllArticles=false
52,563316,infj 성향인지 아님 제성향인지...,안민,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=14&boardtype=L&articleid=563316&referrerAllArticles=false
53,563310,엔프제 입장에서 제가 잠수탄건가요? 아니죠?,사랑의뚝딱이,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=563310&referrerAllArticles=false
54,563273,인프제분들,esfj엣푸제,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=563273&referrerAllArticles=false
55,563254,infj 짝남이 절 피해다녀요... 싫어하는건가요?,iandtp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=563254&referrerAllArticles=false
56,563248,인프제 분들 도와주세요,fyfyf,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=563248&referrerAllArticles=false
57,563212,인프제분들 물건 잘 버리시나여?,챤챤챤 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=563212&referrerAllArticles=false
58,563190,(펑) 남친의 과거,웃음장벽낮은 INFJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=563190&referrerAllArticles=false
59,563146,인프제남 선톡및 연락/ 글길어요 ㅜㅡㅜ,enfjjjjjjj,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=563146&referrerAllArticles=false
60,562961,얘가 엔프제가 맞는지 모르겠어요,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562961&referrerAllArticles=false
61,562950,엔프제 썸남 마음이 궁금해요 (긴글주의),츤츠니ISTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562950&referrerAllArticles=false
62,562948,인프제 짝남한테 팔로우 걸어볼까여...?,챤챤챤 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562948&referrerAllArticles=false
63,562904,인프제 전애인과 같이 해놓은 어플,병아리esnfj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562904&referrerAllArticles=false
64,562775,enfj 남자친구와 재회하고 싶은데 절대 불가능인가요?,istp rosy,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562775&referrerAllArticles=false
65,562722,지나가던 엔프제입니다. 친해지실분. .,어푸enfj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562722&referrerAllArticles=false
66,562654,ENFJ 만나보고싶어요~~,미미송ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562654&referrerAllArticles=false
67,562632,Infj 할말없을때,쨈병,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562632&referrerAllArticles=false
68,562575,검사해봤는데 설명해주실 분 계실까요??,INFJ sy,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562575&referrerAllArticles=false
69,562549,infj 만나보신분 계세요??,햇enfpj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562549&referrerAllArticles=false
70,562544,저는 enfj가 아닙니다….,언제봐도엔프제,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562544&referrerAllArticles=false
71,562513,인프제 질문 받아요!,젠 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562513&referrerAllArticles=false
72,562479,엔프제님들께 질문!,istp혜성,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562479&referrerAllArticles=false
73,562430,인프제분들 플러팅 하시나요???,ENFP뭐시기저시기,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562430&referrerAllArticles=false
74,562359,전애인한테 말로 받은 상처는 어떻게 회복되야하나요,병아리esnfj,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562359&referrerAllArticles=false
75,562298,인프제는 친구가 아프면,Isfp061,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562298&referrerAllArticles=false
76,562271,인프제 연애에서 힘들었던 것,내로라,8,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562271&referrerAllArticles=false
77,562148,Infj님들 5상 연상 가능한가요?,cherryade ENTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562148&referrerAllArticles=false
78,562118,인프제 마음을 모르겠어요ㅠ (길-어요..),ENFfPp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562118&referrerAllArticles=false
79,562047,콘서트 보러왔어요!,INFJ 구트,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=562047&referrerAllArticles=false
80,561980,욕구가 채워지면 죽고 싶어요.. 저랑 비슷한 분들 계신가요..?,INFJ 또미,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561980&referrerAllArticles=false
81,561836,편견도 많지만 깨지기도 많이 한다,넬리치 ENFJ 9w1,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561836&referrerAllArticles=false
82,561835,엔프제분들 자기자랑 한번 해주세용!!,enfj 여우별,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561835&referrerAllArticles=false
83,561813,찐 엔프제 인증ㅎㅎ,ENFJ 르재,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561813&referrerAllArticles=false
84,561782,안녕하세여 엔프제를 짝사랑 중인 인티제입니다~~,민트트,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561782&referrerAllArticles=false
85,561765,하하하 말 했어요 저 ㅋㅋㅋㅋㅋ칭찬해주세요,Enfj를 좋아하는 Entp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561765&referrerAllArticles=false
86,561690,[번역] ﻿ENFJ 유형의 두뇌 활동,카테르지나 INFJ 7w6,7,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561690&referrerAllArticles=false
87,561689,[번역] INFJ 유형의 두뇌 활동,카테르지나 INFJ 7w6,16,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561689&referrerAllArticles=false
88,561681,"가치관이 정반대인 커플/부부 계신가요?(긴글주의,펑예)",isfp4w5연두,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561681&referrerAllArticles=false
89,561641,Infj가 끌리는 사람과 아닌 사람!,Me인 프제,7,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561641&referrerAllArticles=false
90,561632,인프제 질문 받아요 솔직하게 답해드리겠습니다,젠오,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561632&referrerAllArticles=false
91,561508,ENFJ 도 도어슬램 하나요?,토맡토 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561508&referrerAllArticles=false
92,561466,infj는 애인이나 친한 사람들에게 의지 하는 편인가요?,마인부우,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561466&referrerAllArticles=false
93,561392,인프제,Infppppppp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561392&referrerAllArticles=false
94,561344,불건강한 엔프제 특성이 있을까용?,인프피ㅣㅣ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561344&referrerAllArticles=false
95,561333,enfj 스타일 칭찬,enfj 푸푸푸,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561333&referrerAllArticles=false
96,561268,INFJ 남자랑 10년째 살고 있어요 질문 받아요,Infj의Isfj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561268&referrerAllArticles=false
97,561253,까만 밤,타마 INXX 9w1,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561253&referrerAllArticles=false
98,561198,엔프제분들 마음이 가는 상대가 관심이 없어보이면 쉽게 포기하시나요?,INFP 물개,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561198&referrerAllArticles=false
99,561147,오늘 엔프제랑 점심시간 때 둘만의 비밀장소 가서 수다 떨었어요!,INFP 시라,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561147&referrerAllArticles=false
100,561105,infj랑 infj 어떤가여?,챤챤챤 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561105&referrerAllArticles=false
101,561101,Enfj 심리가 너무 궁금해요!,아우기 estp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561101&referrerAllArticles=false
102,561062,e랑i 반반 이신분들!,언제나ESFP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=14&boardtype=L&articleid=561062&referrerAllArticles=false
103,561058,엔프제 질문 받아요 !,쑤톨 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=561058&referrerAllArticles=false
104,561037,Enfj-a 님들 아쉽게 헤어진 연인이랑 재회한적 있으신가요?,isfp 임니다,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=561037&referrerAllArticles=false
105,561034,엔팁이 본 엔프제,ENTP꼬북꼬북,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=561034&referrerAllArticles=false
106,560982,엔프제 질문 받습니다,에취ENFJ 2w1,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560982&referrerAllArticles=false
107,560949,엔프제는 궁금한 걸 못 참나요?,내 꿈은 돌멩이 ISFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560949&referrerAllArticles=false
108,560945,인프제 썸 탈 때 특징 #2,엔프피제이,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560945&referrerAllArticles=false
109,560888,엔프제 남성분들께 질문~!,istp혜성,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560888&referrerAllArticles=false
110,560870,과학적인 enfj분들 계시나요?,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560870&referrerAllArticles=false
111,560859,인프제분들 !!,듀두쓰,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560859&referrerAllArticles=false
112,560836,INFJ 남자친구 선물추천해주세요ㅠ,탸 ENTP,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560836&referrerAllArticles=false
113,560792,ENFJ 감정적인 성격이 싫으신분 계신가요?,신두리ENFJ,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560792&referrerAllArticles=false
114,560696,INFJ와의 연애에 성공하기까지,C ENFJ,12,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560696&referrerAllArticles=false
115,560607,엔프제 남성분들 이모티콘,내 꿈은 돌멩이 ISFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560607&referrerAllArticles=false
116,560590,좋은 친구,넬리치 ENFJ 9w1,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560590&referrerAllArticles=false
117,560584,엔프제님들 궁금한 게 있어요,INFJ ㄹ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560584&referrerAllArticles=false
118,560554,엔프제분들 관심없는 이성과 어느정도까지 만나세요?,Intj커피콩,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560554&referrerAllArticles=false
119,560515,같이 있으면 순수해지는것 같게 만드는 인프제친구,엔엔엔엔뿌삐,10,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560515&referrerAllArticles=false
120,560476,인프제 여자 특징 편,엔프피제이,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560476&referrerAllArticles=false
121,560444,"엔프제 질문이요 ,, !",하루쥬 ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560444&referrerAllArticles=false
122,560370,엔프제님들 질문있어요!,isfp피자,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560370&referrerAllArticles=false
123,560365,ENFJ 가 결혼하고 싶은 사람에게 하는 행동,언제나ESFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560365&referrerAllArticles=false
124,560297,INFJ 연락..,찌인isfp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560297&referrerAllArticles=false
125,560289,인프제 현실적인 부분도 있나요?,왜충 INTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560289&referrerAllArticles=false
126,560285,인피제 애인 자랑,행보캐,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560285&referrerAllArticles=false
127,560214,불건강한 인프제 infj,병아리esnfj,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=14&boardtype=L&articleid=560214&referrerAllArticles=false
