,번호,제목,작성자,좋아요,주소
10,563973,발표....,밍뜽,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563973&referrerAllArticles=false
11,563915,ISTJ와 연애하고있는 ENTJ인데 질문이 있습니다~,enTjㅣaspire,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563915&referrerAllArticles=false
12,563908,istj/estj 남자분들!!,estja여자,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563908&referrerAllArticles=false
13,563847,ESTJ와 ISTP.......,Istp 케이,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563847&referrerAllArticles=false
14,563841,잇티제 설렘썰…❤️,인틒피,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563841&referrerAllArticles=false
15,563833,estj 호감 여부,Qanaon,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563833&referrerAllArticles=false
16,563700,estj 팀장님에게 감사한 점.,Epic 4w5 sxsp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563700&referrerAllArticles=false
17,563649,ISTJ 잇티제가 직접 해본 ISTJ 빙고! 낱낱이 분석해봤습니다! | 플로타곤 | MBTI 과몰입 | 4분 47초,잇티제월드,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563649&referrerAllArticles=false
18,563582,저번주에 잇티제 짝남이,인틒피,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563582&referrerAllArticles=false
19,563515,ISTJ분들 좋아하는 여자앞에서 어떻게,idldldoso,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563515&referrerAllArticles=false
20,563490,소개팅을 했는데,밤 산책ISTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563490&referrerAllArticles=false
21,563465,Estj여 간만에 왔습니다 질문해줘영!!,하이루하이루,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563465&referrerAllArticles=false
22,563436,ESTJ 남자친구가 변해가는 모습을 마주하려니 서운해요,햄찌가 귀여운 ISTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563436&referrerAllArticles=false
23,563413,istj 남자는 어장,에이리언 estj,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563413&referrerAllArticles=false
24,563370,XSTJ 님들 본인의 잘못으로 믿음을 깼을 경우 어떻게 해결하세요?,잇프피같은잇팁,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563370&referrerAllArticles=false
25,563301,엣티제 흘리는 말인가요 플러팅인가요?,니니 ESFJ 2w3,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563301&referrerAllArticles=false
26,563283,잇티제남분들 상대가 어떤식으로 고백하는 게 좋나요?,젠오,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563283&referrerAllArticles=false
27,563250,ESTJ와 ISTJ 차이,isfj입니다람쥐,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563250&referrerAllArticles=false
28,563247,관심 있는 상대에게,ESTJ 8w9,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563247&referrerAllArticles=false
29,563132,ISTJ분들은 일상의 소소한 행복을 어디서 느끼시나요?,fghjk,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563132&referrerAllArticles=false
30,563119,엣티제 플러팅 어케해요,엔칩,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563119&referrerAllArticles=false
31,563113,ISTJ 잇티제의 선호 직업? 직무? 꿈꾸는 미래? | 플로타곤 | MBTI 과몰입 | 2분 15초,잇티제월드,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563113&referrerAllArticles=false
32,563103,ESTJ의 호의/호감 구별법!,1stp잇팁,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563103&referrerAllArticles=false
33,563056,잇티제남 고민…,인틒피,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563056&referrerAllArticles=false
34,563027,잇티제 남친과 만나는 잇팁! 질문받아요~,어려운ISTP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=563027&referrerAllArticles=false
35,562982,﹆ ESTJ 프로필 뮤직 의미가 궁금해요 ﹅,보밤 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562982&referrerAllArticles=false
36,562890,INFP 여동생과 ISTJ 친언니,다이어트세포 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562890&referrerAllArticles=false
37,562785,ESTJ 남자친구의 따뜻함??,Istp 케이,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562785&referrerAllArticles=false
38,562738,ISTJ들 보통 미니멀리스트인가요?,fghjk,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562738&referrerAllArticles=false
39,562725,요즘 밖에서 mbti 먼저 물어보는 사람 자연스레 믿거하게 되네요,NH EXXJ,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562725&referrerAllArticles=false
40,562685,istj는 estp 같은 스타일 싫어하나요?,ESTP 티모,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562685&referrerAllArticles=false
41,562682,사회화된 istj 특징 뭐가 있나요?,ESTP 티모,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562682&referrerAllArticles=false
42,562668,istj(잇티제)의 성공철학,신혼ISTJ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562668&referrerAllArticles=false
43,562655,ESTJ와 만나고 있는 ISTJ 질문 받아요~!~!,햄찌가 귀여운 ISTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562655&referrerAllArticles=false
44,562634,엣티제분들 좋아하는 동물이 뭐에요?,따수운엔티제,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562634&referrerAllArticles=false
45,562626,ISTJ 잇티제의 이상형 타입? 매력을 느끼는 요소? | 플러팅 | 플로타곤 | MBTI | 3분 17초,잇티제월드,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562626&referrerAllArticles=false
46,562606,Estj 분들 저만 이러나여?,나무늘보야,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562606&referrerAllArticles=false
47,562562,제 성격 어떨거 같나요..?,Estj3w2q,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562562&referrerAllArticles=false
48,562558,생각보다 infp와istj 분들이 꽤 있신거 같아요!,쟈카 infp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562558&referrerAllArticles=false
49,562540,이런 성격 잇티제랑 잘 맞을까요?,젠오,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562540&referrerAllArticles=false
50,562495,ESTJ는 원래 뭐 사준단 말 잘하나요?,제로웨이스트,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562495&referrerAllArticles=false
51,562404,ESFJ와 ESTJ 차이점,ISFP 해나,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562404&referrerAllArticles=false
52,562398,펑,잉프피,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=1&userDisplay=50&menuid=11&boardtype=L&articleid=562398&referrerAllArticles=false
53,562336,우울해하는 잇티제 위로법 부탁드려요..ㅠ,패들즈ENFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=562336&referrerAllArticles=false
54,562330,ISTJ분들 회사에서 일 너무 느리게 한다며 혼나신 적 있나요?,fghjk,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=562330&referrerAllArticles=false
55,562240,잇티제분들 모임같은거 다 참석하시는지 궁금해요 ㅋㅋ,신혼ISTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=562240&referrerAllArticles=false
56,562235,Istj 분들에게 질문 있습니다..,isfjesfjestj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=562235&referrerAllArticles=false
57,562202,짝사랑 포기하려고 맘 다잡았는데,엔칩,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=562202&referrerAllArticles=false
58,562173,ISTJ 잇티제 로봇을 웃길 수 있는 방법 공개! (Feat. 무한도전) | 플러팅 | 플로타곤 | MBTI | 2분 25초,잇티제월드,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=562173&referrerAllArticles=false
59,562168,자신감의 원천은,ESTJ 8w9,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=562168&referrerAllArticles=false
60,562102,엣티제가 한국인성격의 표본인듯요,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=562102&referrerAllArticles=false
61,561903,xstj 님들 말수 적으싱가용,잇프피같은잇팁,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561903&referrerAllArticles=false
62,561694,ISTJ 잇티제 연인과 싸웠거나 이별했을 때.. | 플러팅 | 플로타곤 | MBTI 과몰입 | 2분 34초,잇티제월드,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561694&referrerAllArticles=false
63,561614,화가 깊은 곳에서 끓어오를 때,ESTJ 8w9,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561614&referrerAllArticles=false
64,561470,잇티제 여자 질문받아요!!,토마토 ISTFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561470&referrerAllArticles=false
65,561408,밥먹어서 졸린데 ISTJ 질문받아요오,안물안궁,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561408&referrerAllArticles=false
66,561257,ISTJ 남친이랑 싸웠어요 ...ㅠ,이엔애뿌삥,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561257&referrerAllArticles=false
67,561142,ISTJ 잇티제가 소소한 감동 받는 모먼트들 소개! | 플로타곤 | MBTI | 2분 19초 (Feat. ESTJ),잇티제월드,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561142&referrerAllArticles=false
68,561123,잇티제 남자들은 만나면 다정해지나요..?,조랭이는 infp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561123&referrerAllArticles=false
69,561018,ESTJ의 스윗함,INTP 한설,14,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=561018&referrerAllArticles=false
70,560951,잇티제 카톡 반응,포뇨 ENFP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560951&referrerAllArticles=false
71,560919,잇티제 남자한테 선물 어떤게 좋을까요?,geekychickyxENTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560919&referrerAllArticles=false
72,560866,반박부터ㅋㅋㅋ,키야enf,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560866&referrerAllArticles=false
73,560862,ISTJ분들 중에 문신 있는 분들 계세요?ㅋㅋ,fghjk,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560862&referrerAllArticles=false
74,560662,ISTJ 잇티제와 연애하면 답답한 점 4가지! | ISTJ 남친 | ISTJ 여친 | 플러팅 | 플로타곤 | MBTI 과몰입 | 2분 46초,잇티제월드,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560662&referrerAllArticles=false
75,560640,"유미의 mbti 보고왔는데, 저는",여행 ENFJ 4w5,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560640&referrerAllArticles=false
76,560592,남친의 마음 표현 한 번에 사르르 녹아유..,프피프,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560592&referrerAllArticles=false
77,560424,estj 여자 질문 받아요!,냠얌 ESTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560424&referrerAllArticles=false
78,560394,istj와 estj가 믾이 다를까요 ~?,할루웅,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560394&referrerAllArticles=false
79,560283,한 한달 정도 ISTJ 아닌 것처럼 살아봤는데 스트레스 엄청 받네요,fghjk,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560283&referrerAllArticles=false
80,560272,ISTJ 잇티제 남자분들 봐주세요,봉봉이네ISTJ찐,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560272&referrerAllArticles=false
81,560247,ESTJ분들 거짓말 잘하시나요?,INTJ 이응,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560247&referrerAllArticles=false
82,560206,첫 게시물... ESTJ 여자 질문받을래요,엣티제다,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560206&referrerAllArticles=false
83,560180,저도 질문 받아볼래요 🙌istj,바당스,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560180&referrerAllArticles=false
84,560172,다소 희귀(?)한 ESTJ여 질문 받습니다 :),estj퐁,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560172&referrerAllArticles=false
85,560158,ISTJ 잇티제와 연애하면 좋은 점 4가지! | 플로타곤 | MBTI | 2분 46초,잇티제월드,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=560158&referrerAllArticles=false
86,559972,ISTJ가 살아가며 바운더리 만드는 법 : 애매한 사람에게 가장 친절한?,Cozy ISTJ,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559972&referrerAllArticles=false
87,559953,엣티제 가식,소라게 ENFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559953&referrerAllArticles=false
88,559940,XSTJ 에게 서운함 or 원하는 것을 얘기하는 법,잇프피같은잇팁,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559940&referrerAllArticles=false
89,559877,안녕하세요 궁금해서 그러는데,에이리언 infj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559877&referrerAllArticles=false
90,559842,Istj enfj 커플 연락 스타일 차이 (커플하나 살리는 셈 치고 도와주세요 ㅠㅠ),이로치럭키 enfj,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559842&referrerAllArticles=false
91,559693,ISTJ 잇티제의 '사람이 많고 적을 때 보이는 관심 행동'? | 플로타곤 | MBTI | 2분 17초,잇티제월드,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559693&referrerAllArticles=false
92,559615,ISTJ 잇티제 분들께) 호감 없는 거겠죠?,ESTJ 포포,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559615&referrerAllArticles=false
93,559613,제 주변 잇티제님들 친절함의 3단계,랄라 ENFP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559613&referrerAllArticles=false
94,559592,엣티제님들 .. 질문이 있어요 ..,띤띤 entp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559592&referrerAllArticles=false
95,559476,잇티제 분들,엣프피에 i를 곁들인,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559476&referrerAllArticles=false
96,559471,엣티제 분들은 친해지고 싶으면 어떻게 행동하세요?,니니 ESFJ 2w3,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559471&referrerAllArticles=false
97,559426,잇티제분들 차이면 얼마만에 정리되세요?,istj치즈,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559426&referrerAllArticles=false
98,559416,ESFJ에게 연애란 어떤건가요?,레몬 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559416&referrerAllArticles=false
99,559274,차였어요..이제 estj 안만나렵니다,entp앤infp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559274&referrerAllArticles=false
100,559219,잇티제분들 인생책 딱 한권만 공유해주세용,티라노ISTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559219&referrerAllArticles=false
101,559205,ISTJ 잇티제와 빠르게 '깐부' 될 수 있는 3가지 방법! | 플러팅 | 플로타곤 | MBTI | 3분 11초,잇티제월드,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559205&referrerAllArticles=false
102,559153,ESTJ는 별로없나봐요..,하트러브 ESTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=2&userDisplay=50&menuid=11&boardtype=L&articleid=559153&referrerAllArticles=false
103,559134,헤어진 뒤 물건정리,inxx yy,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=559134&referrerAllArticles=false
104,559071,ISTJ 분들은 어떤 식의 플러팅을 좋아하세요?,재이E,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=559071&referrerAllArticles=false
105,559068,Istj 남자랑 연애했는데요,enfp익익,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=559068&referrerAllArticles=false
106,558998,ISTJ 남편이 도와줘서 살뺐어요!!,뀨웅 INFP,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558998&referrerAllArticles=false
107,558953,istj estj 남성분은 어디서 볼 수 있을까요,쿄부인 infp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558953&referrerAllArticles=false
108,558751,ISTJ 잇티제 썸탈 때 행동은?? | 플러팅 | 플로타곤 | MBTI | 2분 25초 (Feat. INTJ),잇티제월드,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558751&referrerAllArticles=false
109,558746,istj분들은 관심 없는 이성에게,혠 infp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558746&referrerAllArticles=false
110,558616,ESTJ분들 INFP 어때요?~,아니없어요그냥,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558616&referrerAllArticles=false
111,558521,Istj님들께 질문!,엣테제,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558521&referrerAllArticles=false
112,558514,무례한 사람 진짜 세상에서 제일 싫어요..,ESTJ이에오,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558514&referrerAllArticles=false
113,558511,istj가 많이 차가운가요?,안물안궁,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558511&referrerAllArticles=false
114,558494,ISTJ 남자의 생각...?,선 INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558494&referrerAllArticles=false
115,558460,esfj랑 잘 맞나요~?,으리esfj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558460&referrerAllArticles=false
116,558459,저 정상인가요 ?,에이리언 infj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558459&referrerAllArticles=false
117,558400,ISTJ랑 INFJ,봄하 ISTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558400&referrerAllArticles=false
118,558349,ESTJ 이거진짜끝인거죠...?,qwerqwer,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558349&referrerAllArticles=false
119,558347,ESTJ 남사친 선물,Kittyy,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558347&referrerAllArticles=false
120,558259,ISTJ 잇티제 소개팅에 나갔을 때 행동은?? | 플러팅 | 플로타곤 | MBTI | 2분 54초 (Feat. ISFP),잇티제월드,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558259&referrerAllArticles=false
121,558190,잇티제 mbti미스테리,뚜두당 INFP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558190&referrerAllArticles=false
122,558186,잇티제 여자 질문받아요,ISTJ 므와와,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=3&userDisplay=50&menuid=11&boardtype=L&articleid=558186&referrerAllArticles=false
